"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"8097","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","N","1","0","0","1","0","0"
"8098","Home","Partner","Sunny","30","10PM","BAC2","Carry out & Take away","2h","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8099","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","N","1","1","1","0","1","0"
"8100","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","N","1","1","1","0","1","0"
"8101","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"8102","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Female","50plus","Married partner","1","Some college, no degree","Education, Training, & Library","$50,000 - $62,499","1","less1","never","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"8103","No Urgent Place","Kid(s)","Rainy","55","6PM","NAC2","Carry out & Take away","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","0","0","1","0"
"8104","No Urgent Place","Kid(s)","Rainy","55","10PM","NAC2","Bar","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","0","0","1","0"
"8105","No Urgent Place","Kid(s)","Snowy","30","6PM","NAC2","Bar","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","0","0","1","1"
"8106","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y1","1","1","0","0","1","1"
"8107","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","0","0","0","1","0"
"8108","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","0","0","1","1"
"8109","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","0","0","0","1","1"
"8110","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","0","0","0","1","1"
"8111","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","0","0","1","0"
"8112","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","0","0","1","0"
"8113","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","0","0","1","1"
"8114","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(20-50)","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","0","0","0","1","0"
"8115","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Coffee House","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","0","0","1","1"
"8116","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y1","1","1","0","1","0","1"
"8117","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","0","0","1","0"
"8118","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","0","0","0","1","0"
"8119","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","0","0","1","0","0"
"8120","Home","Partner","Sunny","30","10PM","BAC2","Carry out & Take away","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","0","0","1","1"
"8121","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","1","0","1","0"
"8122","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","1","1","0","1","0"
"8123","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","Y2","1","1","1","0","1","1"
"8124","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Female","41","Married partner","1","Associates degree","Education, Training, & Library","$62,500 - $74,999","1","never","less1","less1","less1","less1","N","1","0","0","1","0","0"
"8125","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","0","0","1","0"
"8126","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Restaurant(<20)","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y2","1","0","0","0","1","1"
"8127","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","0","1","0"
"8128","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","0","0","1","0"
"8129","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","0","1","0"
"8130","No Urgent Place","Friend(s)","Sunny","55","10AM","NAC2","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","0","0","1","0"
"8131","No Urgent Place","Friend(s)","Sunny","55","6PM","NAC2","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y1","1","1","0","0","1","1"
"8132","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","0","1","0"
"8133","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y1","1","1","0","0","1","1"
"8134","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y1","1","1","0","0","1","1"
"8135","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","0","0","1","0"
"8136","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","0","1","0"
"8137","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y1","1","1","0","1","0","1"
"8138","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","1","0","0"
"8139","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","0","0","1","0"
"8140","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","0","0","0","1","0"
"8141","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y2","1","0","0","1","0","1"
"8142","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","1","0","1","0"
"8143","Work","Alone","Rainy","55","7AM","CBA2","Restaurant(20-50)","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","1","0","1","0"
"8144","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","1","0","1","0"
"8145","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","N","1","1","1","0","1","0"
"8146","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Male","31","Single","0","Some college, no degree","Office & Administrative Support","$12,500 - $24,999","1","4~8","never","gt8","1~3","never","Y2","1","0","0","1","0","1"
"8147","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8148","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"8149","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8150","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","0","0","0","1","0"
"8151","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y1","1","0","0","0","1","1"
"8152","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y1","1","1","0","0","1","1"
"8153","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8154","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8155","No Urgent Place","Partner","Sunny","80","10PM","NAC2","Restaurant(<20)","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8156","No Urgent Place","Partner","Sunny","30","10AM","NAC2","Bar","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","1","0","0","1","0"
"8157","No Urgent Place","Partner","Rainy","55","10AM","NAC1","Carry out & Take away","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"8158","No Urgent Place","Partner","Rainy","55","2PM","NAC2","Restaurant(<20)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y1","1","1","0","0","1","1"
"8159","No Urgent Place","Partner","Snowy","30","2PM","NAC2","Coffee House","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"8160","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","Y1","1","1","0","1","0","1"
"8161","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","1","0","0","1","0"
"8162","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","0","0","0","1","0"
"8163","Home","Partner","Sunny","80","6PM","BCA1","Coffee House","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","0","0","1","0","0"
"8164","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","0","0","1","0","0"
"8165","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","1","1","0","1","0"
"8166","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","1","1","0","1","0"
"8167","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Female","46","Unmarried partner","0","Graduate degree","Unemployed","$100,000 or More","1","never","less1","less1","1~3","less1","N","1","1","1","0","1","0"
"8168","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8169","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","0","0","0","1","0"
"8170","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","1","0","0","1","0"
"8171","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"8172","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","0","0","0","1","1"
"8173","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","1","0","0","1","0"
"8174","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8175","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8176","No Urgent Place","Partner","Sunny","80","10PM","NAC2","Restaurant(<20)","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8177","No Urgent Place","Partner","Sunny","30","10AM","NAC2","Bar","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8178","No Urgent Place","Partner","Rainy","55","10AM","NAC1","Carry out & Take away","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"8179","No Urgent Place","Partner","Rainy","55","2PM","NAC2","Restaurant(<20)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8180","No Urgent Place","Partner","Snowy","30","2PM","NAC2","Coffee House","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","1","0","0","1","0"
"8181","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","1","0","1","0","1"
"8182","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8183","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","0","0","0","1","0"
"8184","Home","Partner","Sunny","80","6PM","BCA1","Coffee House","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"8185","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y1","1","0","0","1","0","1"
"8186","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","1","1","0","1","0"
"8187","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","N","1","1","1","0","1","0"
"8188","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"8189","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Female","46","Married partner","0","Bachelors degree","Construction & Extraction","$12,500 - $24,999","1","1~3","4~8","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"8190","No Urgent Place","Kid(s)","Rainy","55","6PM","NAC2","Carry out & Take away","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8191","No Urgent Place","Kid(s)","Rainy","55","10PM","NAC2","Bar","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8192","No Urgent Place","Kid(s)","Snowy","30","6PM","NAC2","Bar","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8193","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8194","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"8195","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","0","0","1","1"
"8196","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"8197","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y1","1","0","0","0","1","1"
"8198","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","0","0","1","1"
"8199","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8200","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8201","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(20-50)","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y2","1","0","0","0","1","1"
"8202","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Coffee House","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8203","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","1","0","0"
"8204","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8205","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"8206","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","1","0","0"
"8207","Home","Partner","Sunny","30","10PM","BAC2","Carry out & Take away","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"8208","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","1","0","1","1"
"8209","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","1","0","1","1"
"8210","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","1","1","0","1","0"
"8211","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Male","31","Single","1","Associates degree","Installation, Maintenance, & Repair","$37,500 - $49,999","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","1","0","0"
"8212","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","0","0","1","0"
"8213","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Restaurant(<20)","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y2","1","0","0","0","1","1"
"8214","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","0","0","0","1","0"
"8215","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","0","0","1","0"
